"EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","PERSON_ID","PERSON_NUMBER","BLOOD_TYPE","CORRESPONDENCE_LANGUAGE","START_DATE","DATE_OF_BIRTH","DATE_OF_DEATH","COUNTRY_OF_BIRTH","REGION_OF_BIRTH","TOWN_OF_BIRTH","SOURCESYSTEMOWNER","SOURCESYSTEMID","ACTIONCODE","REASONCODE","PERSONDUPLICATECHECK","RETIREMENTDATE"
"05-05-2006","31-12-4712",14058,"115",,,"14-07-2005","28-02-1949",,,,,,,,,,
"05-05-2005","31-12-4712",14074,"131",,,"04-01-2003","19-06-1951",,,,,,,,,,
"05-05-2005","31-12-4712",23206,"263-11-2916",,,"10-04-2005","23-11-1959",,,,,,,,,,
"05-05-2004","31-12-4712",22823,"1694",,,"05-05-2004","10-08-1968",,,,,,,,,,
"05-05-2002","31-12-4712",11376,"1235",,,"05-05-2002","11-05-1952",,,,,,,,,,
"05-05-2002","31-12-4712",6340,"551",,,"06-01-2002","04-02-1966",,,,,,,,,,
"05-05-2002","31-12-4712",13708,"1320",,,"20-06-2001","12-12-1966",,,,,,,,,,
"05-05-1989","31-12-4712",179,"99",,,"05-05-1989","05-05-1948",,,,,,,,,,
"05-04-2007","31-12-4712",18722,"1567",,,"08-02-2005","22-02-1969",,,,,,,,,,
"05-04-2004","31-12-4712",14035,"92",,,"03-03-2001","28-02-1949",,,,,,,,,,
"05-04-2001","31-12-4712",125,"55","O+",,"08-05-1989","04-04-1954",,,,,,,,,,
"05-03-2011","31-12-4712",29418,"2097",,,"28-01-2008","10-08-1974",,,,,,,,,,
"05-03-2011","31-12-4712",28821,"407",,,"10-02-2005","22-10-1955",,,,,,,,,,
"05-03-2009","31-12-4712",28198,"334",,,"10-02-2003","22-10-1955",,,,,,,,,,
"05-03-2009","31-12-4712",28107,"288",,,"10-02-2003","22-10-1975",,,,,,,,,,
"05-03-2008","31-12-4712",28894,"379",,,"10-02-2002","22-10-1975",,,,,,,,,,
"05-03-2006","31-12-4712",23409,"187",,,"10-02-2000","22-10-1975",,,,,,,,,,
"05-03-2006","31-12-4712",15952,"229",,,"10-02-2000","22-10-1955",,,,,,,,,,
"05-03-2004","31-12-4712",12273,"86",,,"05-01-1998","17-12-1974",,,,,,,,,,
"05-03-2004","31-12-4712",14046,"103",,,"01-07-2001","19-06-1951",,,,,,,,,,
"05-03-2003","31-12-4712",12251,"70",,,"05-01-1998","11-01-1960",,,,,,,,,,
"05-02-2009","31-12-4712",28839,"425",,,"05-02-2009","19-06-1951",,,,,,,,,,
"05-02-2007","31-12-4712",28216,"352",,,"05-02-2007","19-06-1951",,,,,,,,,,
"05-02-2007","31-12-4712",28125,"306",,,"05-02-2007","19-06-1981",,,,,,,,,,
"05-02-2007","31-12-4712",13743,"1355",,,"20-02-2005","10-08-1960",,,,,,,,,,
"05-02-2006","31-12-4712",28912,"397",,,"05-02-2006","19-06-1981",,,,,,,,,,
"05-02-2004","31-12-4712",11034,"1167",,,"25-07-2003","04-04-1962",,,,,,,,,,
"05-02-2004","31-12-4712",15970,"247",,,"05-02-2004","19-06-1951",,,,,,,,,,
"05-02-2004","31-12-4712",23427,"205",,,"05-02-2004","19-06-1981",,,,,,,,,,
"05-02-2002","31-12-4712",7845,"20",,,"05-02-2002","26-12-1954",,,,,,,,,,
"05-02-2002","31-12-4712",7855,"28",,,"05-02-2002","19-02-1970",,,,,,,,,,
"05-02-2002","31-12-4712",7854,"27",,,"05-02-2002","28-01-1968",,,,,,,,,,
"05-02-2002","31-12-4712",7853,"26",,,"05-02-2002","20-04-1964",,,,,,,,,,
"05-02-2002","31-12-4712",7852,"25",,,"05-02-2002","26-06-1959",,,,,,,,,,
"05-02-2002","31-12-4712",7850,"24",,,"05-02-2002","27-07-1960",,,,,,,,,,
"05-02-2002","31-12-4712",7848,"23",,,"05-02-2002","26-05-1950",,,,,,,,,,
"05-02-2002","31-12-4712",7847,"22",,,"05-02-2002","15-02-1967",,,,,,,,,,
"05-02-2002","31-12-4712",7846,"21",,,"05-02-2002","04-01-1956",,,,,,,,,,
"05-02-2002","31-12-4712",7844,"19",,,"05-02-2002","14-09-1960",,,,,,,,,,
"05-02-2000","31-12-4712",4385,"396",,,"05-02-2000","12-12-1964",,,,,,,,,,
"05-02-1999","31-12-4712",3439,"316",,,"05-02-1999","04-01-1955",,,,,,,,,,
"05-02-1998","31-12-4712",639,"154",,,"05-02-1998","15-05-1961",,,,,,,,,,
"05-02-1998","31-12-4712",640,"155",,,"05-02-1998","15-05-1949",,,,,,,,,,
"05-02-1998","31-12-4712",635,"150",,,"05-02-1998","15-05-1945",,,,,,,,,,
"05-02-1998","31-12-4712",636,"151",,,"05-02-1998","15-05-1932",,,,,,,,,,
"05-02-1998","31-12-4712",637,"152",,,"05-02-1998","15-05-1947",,,,,,,,,,
"05-02-1998","31-12-4712",634,"149",,,"05-02-1998","15-05-1950",,,,,,,,,,
"05-02-1998","31-12-4712",632,"147",,,"05-02-1998","15-05-1955",,,,,,,,,,
"05-01-2010","31-12-4712",28835,"421",,,"02-07-2004","10-08-1960",,,,,,,,,,
"05-01-2008","31-12-4712",28212,"348",,,"02-07-2002","10-08-1960",,,,,,,,,,
"05-01-2008","31-12-4712",28121,"302",,,"02-07-2002","10-08-1960",,,,,,,,,,
"05-01-2007","31-12-4712",28500,"1898",,,"15-03-2002","19-06-1965",,,,,,,,,,
"05-01-2007","31-12-4712",28908,"393",,,"02-07-2001","10-08-1960",,,,,,,,,,
"05-01-2006","31-12-4712",13634,"1310",,,"09-12-2003","22-02-1966",,,,,,,,,,
"05-01-2006","31-12-4712",14066,"123",,,"05-03-2005","10-08-1960",,,,,,,,,,
"05-01-2005","31-12-4712",13738,"1350",,,"05-01-2005","28-02-1949",,,,,,,,,,
"05-01-2005","31-12-4712",23423,"201",,,"02-07-1999","10-08-1960",,,,,,,,,,
"05-01-2005","31-12-4712",15966,"243",,,"02-07-1999","10-08-1960",,,,,,,,,,
"05-01-2002","31-12-4712",9858,"1025",,,"05-01-2002","12-02-1949",,,,,,,,,,
"05-01-2002","31-12-4712",9859,"1026",,,"05-01-2002","13-12-1976",,,,,,,,,,
"05-01-2002","31-12-4712",14048,"105",,,"05-01-2002","10-09-1959",,,,,,,,,,
"05-01-2002","31-12-4712",5000,"449",,,"12-12-1999","30-10-1966",,,,,,,,,,
"05-01-2002","31-12-4712",9860,"1027",,,"05-01-2002","29-02-1960",,,,,,,,,,
"05-01-2001","31-12-4712",13117,"201-99-8767",,,"01-01-2001","11-04-1965",,,,,,,,,,
"05-01-2000","31-12-4712",13531,"153",,,"05-01-2000","18-09-1964",,,,,,,,,,
"05-01-1998","31-12-4712",12261,"80",,,"05-01-1998","16-03-1969",,,,,,,,,,
"05-01-1998","31-12-4712",12260,"79",,,"05-01-1998","11-07-1966",,,,,,,,,,
"05-01-1998","31-12-4712",12259,"78",,,"05-01-1998","19-08-1955",,,,,,,,,,
"05-01-1998","31-12-4712",12258,"77",,,"05-01-1998","17-02-1963",,,,,,,,,,
"05-01-1998","31-12-4712",12257,"76",,,"05-01-1998","12-10-1966",,,,,,,,,,
"05-01-1998","31-12-4712",12262,"81",,,"05-01-1998","20-01-1970",,,,,,,,,,
"05-01-1998","31-12-4712",12255,"74",,,"05-01-1998","18-08-1956",,,,,,,,,,
"05-01-1998","31-12-4712",12254,"73",,,"05-01-1998","30-07-1959",,,,,,,,,,
"05-01-1998","31-12-4712",12280,"93",,,"05-01-1998","02-02-1971",,,,,,,,,,
"05-01-1998","31-12-4712",12279,"92",,,"05-01-1998","04-03-1970",,,,,,,,,,
"05-01-1998","31-12-4712",12264,"83",,,"05-01-1998","11-12-1959",,,,,,,,,,
"05-01-1998","31-12-4712",12256,"75",,,"05-01-1998","09-02-1966",,,,,,,,,,
"05-01-1998","31-12-4712",12263,"82",,,"05-01-1998","09-02-1959",,,,,,,,,,
"05-01-1997","31-12-4712",5086,"378-78-7890",,,"01-01-1997","11-08-1968",,,,,,,,,,
"05-01-1997","31-12-4712",5083,"343-60-1932",,,"01-01-1997","19-10-1966",,,,,,,,,,
"05-01-1997","31-12-4712",5085,"303-99-2111",,,"01-01-1997","05-05-1967",,,,,,,,,,
"05-01-1996","31-12-4712",3457,"318",,,"05-01-1996","05-02-1952",,,,,,,,,,
"04-12-2008","31-12-4712",29276,"1955",,,"15-10-2003","19-06-1951",,,,,,,,,,
"04-12-2005","31-12-4712",23173,"1820",,,"15-10-2000","19-06-1951",,,,,,,,,,
"04-12-1997","31-12-4712",152,"81",,,"01-01-1997","01-02-1966",,,,,,,,,,
"04-11-2008","31-12-4712",28822,"408",,,"04-11-2008","04-04-1962",,,,,,,,,,
"04-11-2006","31-12-4712",28199,"335",,,"04-11-2006","04-04-1962",,,,,,,,,,
"04-11-2006","31-12-4712",28108,"289",,,"04-11-2006","04-04-1962",,,,,,,,,,
"04-11-2005","31-12-4712",14016,"73",,,"04-11-2005","10-08-1960",,,,,,,,,,
"04-11-2005","31-12-4712",28895,"380",,,"04-11-2005","04-04-1962",,,,,,,,,,
"04-11-2003","31-12-4712",23410,"188",,,"04-11-2003","04-04-1962",,,,,,,,,,
"04-11-2003","31-12-4712",15953,"230",,,"04-11-2003","04-04-1962",,,,,,,,,,
"04-11-2002","31-12-4712",8920,"118",,,"04-11-2002","12-03-1953",,,,,,,,,,
"04-10-2010","31-12-4712",28815,"401",,,"13-08-2002","12-12-1966",,,,,,,,,,
"04-10-2008","31-12-4712",28101,"282",,,"13-08-2003","12-12-1966",,,,,,,,,,
"04-10-2008","31-12-4712",28192,"328",,,"13-08-2000","12-12-1966",,,,,,,,,,
"04-10-2007","31-12-4712",13765,"1377",,,"04-10-2007","10-09-1959",,,,,,,,,,
"04-10-2007","31-12-4712",28888,"373",,,"13-08-2002","12-12-1966",,,,,,,,,,
"04-10-2005","31-12-4712",23403,"181",,,"13-08-2000","12-12-1966",,,,,,,,,,
"04-10-2005","31-12-4712",15946,"223",,,"13-08-1997","12-12-1966",,,,,,,,,,
"04-10-2002","31-12-4712",8159,"936",,,"04-10-2002","04-10-2002",,,,,,,,,,
"04-10-2002","31-12-4712",8158,"935",,,"04-10-2002","03-10-1964",,,,,,,,,,
"04-10-2002","31-12-4712",8157,"934",,,"04-10-2002","03-10-1972",,,,,,,,,,
"04-10-2002","31-12-4712",8156,"933",,,"04-10-2002","02-10-1960",,,,,,,,,,
"04-10-2002","31-12-4712",8162,"939",,,"04-10-2002","04-09-1967",,,,,,,,,,
"04-10-2002","31-12-4712",8161,"938",,,"04-10-2002","04-09-1978",,,,,,,,,,
"04-10-2000","31-12-4712",3900,"367",,,"04-10-2000","15-10-1971",,,,,,,,,,
"04-09-2003","31-12-4712",13867,"1479",,,"04-09-2003","04-04-1962",,,,,,,,,,
"04-08-2005","31-12-4712",11016,"1149",,,"30-01-2003","12-12-1966",,,,,,,,,,
"04-08-2003","31-12-4712",12132,"1270",,,"04-08-2003","11-10-1960",,,,,,,,,,
"04-08-2003","31-12-4712",12131,"1269",,,"04-08-2003","15-03-1960",,,,,,,,,,
"04-08-2000","31-12-4712",2181,"228",,,"01-01-1999","12-02-1968",,,,,,,,,,
"04-07-2010","31-12-4712",29351,"2030",,,"01-01-2003","06-09-1968",,,,,,,,,,
"04-07-2010","31-12-4712",28811,"397",,,"20-12-2006","12-12-1966",,,,,,,,,,
"04-07-2008","31-12-4712",28188,"324",,,"20-12-2004","12-12-1966",,,,,,,,,,
"04-07-2008","31-12-4712",28097,"278",,,"20-12-2004","12-12-1966",,,,,,,,,,
"04-07-2007","31-12-4712",13873,"1485",,,"01-01-2003","10-09-1959",,,,,,,,,,
"04-07-2007","31-12-4712",28175,"356",,,"20-12-2004","12-12-1966",,,,,,,,,,
"04-07-2007","31-12-4712",28884,"369",,,"20-12-2003","12-12-1966",,,,,,,,,,
"04-07-2006","31-12-4712",28962,"447",,,"20-12-2003","12-12-1966",,,,,,,,,,
"04-07-2005","31-12-4712",23399,"177",,,"20-12-2001","12-12-1966",,,,,,,,,,
"04-07-2005","31-12-4712",15942,"219",,,"20-12-2001","12-12-1966",,,,,,,,,,
"04-07-2004","31-12-4712",14008,"65",,,"15-06-2001","19-06-1951",,,,,,,,,,
"04-07-2004","31-12-4712",14061,"118",,,"01-08-2001","10-09-1959",,,,,,,,,,
"04-07-2004","31-12-4712",23477,"255",,,"20-12-2001","12-12-1966",,,,,,,,,,
"04-07-2002","31-12-4712",7420,"874",,,"01-01-1998","12-09-1961",,,,,,,,,,
"04-07-2001","31-12-4712",4118,"379",,,"02-04-2001","30-05-1970",,,,,,,,,,
"04-06-2005","31-12-4712",13776,"1388",,,"04-06-2005","19-06-1951",,,,,,,,,,
"04-05-2011","31-12-4712",29414,"2093",,,"23-01-2007","10-09-1959",,,,,,,,,,
"04-05-2010","31-12-4712",28809,"395",,,"02-12-2004","10-08-1960",,,,,,,,,,
"04-05-2008","31-12-4712",28186,"322",,,"02-12-2002","10-08-1960",,,,,,,,,,
"04-05-2008","31-12-4712",28095,"276",,,"02-12-2002","10-08-1960",,,,,,,,,,
"04-05-2007","31-12-4712",28882,"367",,,"02-12-2001","10-08-1960",,,,,,,,,,
"04-05-2007","31-12-4712",28173,"354",,,"02-12-2002","10-08-1960",,,,,,,,,,
"04-05-2007","31-12-4712",14087,"144",,,"19-11-2006","19-06-1951",,,,,,,,,,
"04-05-2006","31-12-4712",27812,"293474563",,,"10-04-2006","23-11-1959",,,,,,,,,,
"04-05-2006","31-12-4712",14071,"128",,,"01-02-2001","10-09-1959",,,,,,,,,,
"04-05-2006","31-12-4712",28960,"445",,,"02-12-2001","10-08-1960",,,,,,,,,,
"04-05-2005","31-12-4712",23397,"175",,,"02-12-1999","10-08-1960",,,,,,,,,,
"04-05-2005","31-12-4712",15940,"217",,,"02-12-1999","10-08-1960",,,,,,,,,,
"04-05-2004","31-12-4712",23475,"253",,,"02-12-1999","10-08-1960",,,,,,,,,,
"04-05-2004","31-12-4712",14050,"107",,,"04-05-2004","12-12-1966",,,,,,,,,,
"04-04-2007","31-12-4712",14019,"76",,,"04-04-2007","28-02-1949",,,,,,,,,,
"04-04-2006","31-12-4712",14167,"1517",,,"30-12-2002","14-11-1953",,,,,,,,,,
"04-04-2004","31-12-4712",12274,"87",,,"05-01-1998","30-11-1966",,,,,,,,,,
"04-04-2003","31-12-4712",12252,"71",,,"05-01-1998","10-09-1955",,,,,,,,,,
"04-04-2003","31-12-4712",11375,"1234",,,"04-04-2003","10-09-1974",,,,,,,,,,
"04-03-2007","31-12-4712",13845,"1457",,,"21-04-2003","10-09-1959",,,,,,,,,,
"04-03-2005","31-12-4712",14012,"69",,,"05-09-2003","12-12-1966",,,,,,,,,,
"04-03-2002","31-12-4712",5002,"451",,,"07-01-2002","13-02-1977",,,,,,,,,,
"04-02-2010","31-12-4712",29317,"1996",,,"01-04-2005","10-09-1968",,,,,,,,,,
"04-02-2010","31-12-4712",28865,"451",,,"04-02-2010","10-08-1960",,,,,,,,,,
"04-02-2009","31-12-4712",28151,"332",,,"04-02-2009","10-08-1960",,,,,,,,,,
"04-02-2008","31-12-4712",28242,"378",,,"04-02-2008","10-08-1960",,,,,,,,,,
"04-02-2008","31-12-4712",28938,"423",,,"04-02-2008","10-08-1960",,,,,,,,,,
"04-02-2007","31-12-4712",13731,"1343",,,"01-04-2003","10-09-1959",,,,,,,,,,
"04-02-2007","31-12-4712",14067,"124",,,"30-03-2006","19-06-1951",,,,,,,,,,
"04-02-2007","31-12-4712",13747,"1359",,,"04-02-2007","19-06-1951",,,,,,,,,,
"04-02-2006","31-12-4712",23453,"231",,,"04-02-2006","10-08-1960",,,,,,,,,,
"04-02-2005","31-12-4712",15996,"273",,,"04-02-2005","10-08-1960",,,,,,,,,,
"04-02-2005","31-12-4712",12036,"1264",,,"20-05-2003","17-05-1980",,,,,,,,,,
"04-02-2004","31-12-4712",12272,"85",,,"05-01-1998","13-01-1959",,,,,,,,,,
"04-02-2003","31-12-4712",12277,"90",,,"05-01-1998","22-03-1970",,,,,,,,,,
"04-02-2002","31-12-4712",6224,"548",,,"04-02-2002","29-06-1981",,,,,,,,,,
"04-02-2002","31-12-4712",14036,"93",,,"08-09-2001","22-10-1955",,,,,,,,,,
"04-02-1995","31-12-4712",12151,"67",,,"02-02-1995","07-01-1965",,,,,,,,,,
"04-01-2011","31-12-4712",28818,"404",,,"01-03-2007","10-08-1960",,,,,,,,,,
"04-01-2010","31-12-4712",28807,"393",,,"22-02-2004","04-04-1962",,,,,,,,,,
"04-01-2009","31-12-4712",28104,"285",,,"01-03-2005","10-08-1960",,,,,,,,,,
"04-01-2009","31-12-4712",28195,"331",,,"01-03-2005","10-08-1960",,,,,,,,,,
"04-01-2008","31-12-4712",28891,"376",,,"01-03-2004","10-08-1960",,,,,,,,,,
"04-01-2008","31-12-4712",28184,"320",,,"22-02-2002","04-04-1962",,,,,,,,,,
"04-01-2008","31-12-4712",28093,"274",,,"22-02-2002","04-04-1962",,,,,,,,,,
"04-01-2007","31-12-4712",28880,"365",,,"22-02-2001","04-04-1962",,,,,,,,,,
"04-01-2006","31-12-4712",15949,"226",,,"01-03-2002","10-08-1960",,,,,,,,,,
"04-01-2006","31-12-4712",23406,"184",,,"01-03-2002","10-08-1960",,,,,,,,,,
"04-01-2005","31-12-4712",28171,"352",,,"22-02-2002","04-04-1962",,,,,,,,,,
"04-01-2005","31-12-4712",15938,"215",,,"22-02-1999","04-04-1962",,,,,,,,,,
"04-01-2005","31-12-4712",23395,"173",,,"22-02-1999","04-04-1962",,,,,,,,,,
"04-01-2004","31-12-4712",14020,"77",,,"02-02-2000","19-06-1951",,,,,,,,,,
"04-01-2004","31-12-4712",28958,"443",,,"22-02-2001","04-04-1962",,,,,,,,,,
"04-01-2002","31-12-4712",5003,"452",,,"02-01-2002","14-03-1944",,,,,,,,,,
"04-01-2002","31-12-4712",5005,"454",,,"02-01-2002","22-12-1981",,,,,,,,,,
"04-01-2002","31-12-4712",5004,"453",,,"02-01-2002","01-01-1950",,,,,,,,,,
"04-01-2002","31-12-4712",23473,"251",,,"22-02-1999","04-04-1962",,,,,,,,,,
"04-01-2001","31-12-4712",14113,"170",,,"04-01-2001","22-10-1955",,,,,,,,,,
"04-01-2001","31-12-4712",14111,"168",,,"04-01-2001","22-10-1955",,,,,,,,,,
"04-01-2001","31-12-4712",3208,"297",,,"30-09-1996","20-06-1940",,,,,,,,,,
"04-01-2000","31-12-4712",2159,"225",,,"04-01-2000","14-01-1958",,,,,,,,,,
"04-01-2000","31-12-4712",1933,"223",,,"04-01-2000","03-06-1963",,,,,,,,,,
"04-01-2000","31-12-4712",1932,"222",,,"04-01-2000","07-01-1959",,,,,,,,,,
"03-12-2009","31-12-4712",28802,"388",,,"25-03-2001","10-08-1960",,,,,,,,,,
"03-12-2007","31-12-4712",28088,"269",,,"25-03-2002","10-08-1960",,,,,,,,,,
"03-12-2007","31-12-4712",28179,"315",,,"25-03-1999","10-08-1960",,,,,,,,,,
"03-12-2006","31-12-4712",28875,"360",,,"25-03-2001","10-08-1960",,,,,,,,,,
"03-12-2004","31-12-4712",15933,"210",,,"25-03-1996","10-08-1960",,,,,,,,,,
"03-12-2004","31-12-4712",23390,"168",,,"25-03-1999","10-08-1960",,,,,,,,,,
"03-12-2004","31-12-4712",14057,"114",,,"04-12-2003","12-12-1966",,,,,,,,,,
"03-12-2002","31-12-4712",11356,"1215",,,"03-12-2002","19-12-1971",,,,,,,,,,
"03-12-2001","31-12-4712",4692,"428",,,"14-12-2000","19-06-1966",,,,,,,,,,
"03-11-2010","31-12-4712",28816,"402",,,"22-02-2001","22-10-1955",,,,,,,,,,
"03-11-2009","31-12-4712",28800,"386",,,"01-12-2005","10-09-1959",,,,,,,,,,
"03-11-2008","31-12-4712",28102,"283",,,"22-02-2002","22-10-1975",,,,,,,,,,
"03-11-2008","31-12-4712",28193,"329",,,"22-02-1999","22-10-1955",,,,,,,,,,
"03-11-2007","31-12-4712",28889,"374",,,"22-02-2001","22-10-1975",,,,,,,,,,
"03-11-2007","31-12-4712",14049,"106",,,"05-12-2002","12-12-1966",,,,,,,,,,
"03-11-2007","31-12-4712",28177,"313",,,"01-12-2003","10-09-1959",,,,,,,,,,
"03-11-2007","31-12-4712",28086,"267",,,"01-12-2003","10-09-1978",,,,,,,,,,
"03-11-2006","31-12-4712",28873,"358",,,"01-12-2002","10-09-1978",,,,,,,,,,
"03-11-2006","31-12-4712",28164,"345",,,"01-12-2003","10-09-1978",,,,,,,,,,
"03-11-2005","31-12-4712",15947,"224",,,"22-02-1996","22-10-1955",,,,,,,,,,
"03-11-2005","31-12-4712",23404,"182",,,"22-02-1999","22-10-1975",,,,,,,,,,
"03-11-2005","31-12-4712",28951,"436",,,"01-12-2002","10-09-1978",,,,,,,,,,
"03-11-2004","31-12-4712",23388,"166",,,"01-12-2000","10-09-1978",,,,,,,,,,
"03-11-2004","31-12-4712",15931,"208",,,"01-12-2000","10-09-1959",,,,,,,,,,
"03-11-2003","31-12-4712",23466,"244",,,"01-12-2000","10-09-1978",,,,,,,,,,
"03-11-2002","31-12-4712",7417,"871",,,"19-02-2002","10-05-1955",,,,,,,,,,
"03-11-2002","31-12-4712",7437,"891",,,"03-11-2002","14-09-1967",,,,,,,,,,
"03-10-2010","31-12-4712",28814,"400",,,"30-04-2006","10-09-1959",,,,,,,,,,
"03-10-2009","31-12-4712",28803,"389",,,"21-04-2001","10-09-1959",,,,,,,,,,
"03-10-2008","31-12-4712",28100,"281",,,"30-04-2004","10-09-1978",,,,,,,,,,
"03-10-2008","31-12-4712",28191,"327",,,"30-04-2004","10-09-1959",,,,,,,,,,
"03-10-2007","31-12-4712",28180,"316",,,"21-04-1999","10-09-1959",,,,,,,,,,
"03-10-2007","31-12-4712",28887,"372",,,"30-04-2003","10-09-1978",,,,,,,,,,
"03-10-2007","31-12-4712",28089,"270",,,"21-04-2002","10-09-1978",,,,,,,,,,
"03-10-2006","31-12-4712",28876,"361",,,"21-04-2001","10-09-1978",,,,,,,,,,
"03-10-2005","31-12-4712",15945,"222",,,"30-04-2001","10-09-1959",,,,,,,,,,
"03-10-2005","31-12-4712",23402,"180",,,"30-04-2001","10-09-1978",,,,,,,,,,
"03-10-2005","31-12-4712",28167,"348",,,"21-04-2002","10-09-1978",,,,,,,,,,
"03-10-2005","31-12-4712",14051,"108",,,"03-10-2005","28-02-1949",,,,,,,,,,
"03-10-2004","31-12-4712",15934,"211",,,"21-04-1996","10-09-1959",,,,,,,,,,
"03-10-2004","31-12-4712",23391,"169",,,"21-04-1999","10-09-1978",,,,,,,,,,
"03-10-2004","31-12-4712",28954,"439",,,"21-04-2001","10-09-1978",,,,,,,,,,
"03-10-2002","31-12-4712",23469,"247",,,"21-04-1999","10-09-1978",,,,,,,,,,
"03-09-2010","31-12-4712",28862,"448",,,"03-09-2010","10-08-1960",,,,,,,,,,
"03-09-2010","31-12-4712",29374,"2053",,,"30-08-2008","12-12-1966",,,,,,,,,,
"03-09-2009","31-12-4712",29354,"2033",,,"01-06-2008","28-02-1949",,,,,,,,,,
"03-09-2008","31-12-4712",28239,"375",,,"03-09-2008","10-08-1960",,,,,,,,,,
"03-09-2008","31-12-4712",28148,"329",,,"03-09-2008","10-08-1960",,,,,,,,,,
"03-09-2007","31-12-4712",28935,"420",,,"03-09-2007","10-08-1960",,,,,,,,,,
"03-09-2007","31-12-4712",13816,"1428",,,"30-08-2005","12-12-1966",,,,,,,,,,
"03-09-2006","31-12-4712",13876,"1488",,,"01-06-2005","28-02-1949",,,,,,,,,,
"03-09-2005","31-12-4712",23450,"228",,,"03-09-2005","10-08-1960",,,,,,,,,,
"03-09-2005","31-12-4712",15993,"270",,,"03-09-2005","10-08-1960",,,,,,,,,,
"03-08-2010","31-12-4712",28812,"398",,,"05-07-2004","28-02-1949",,,,,,,,,,
"03-08-2009","31-12-4712",29367,"2046",,,"19-07-2009","12-12-1966",,,,,,,,,,
"03-08-2009","31-12-4712",29313,"1992",,,"30-06-2007","28-02-1965",,,,,,,,,,
"03-08-2008","31-12-4712",28189,"325",,,"05-07-2002","28-02-1949",,,,,,,,,,
"03-08-2008","31-12-4712",28098,"279",,,"05-07-2002","28-02-1949",,,,,,,,,,
"03-08-2007","31-12-4712",28176,"357",,,"05-07-2002","28-02-1949",,,,,,,,,,
"03-08-2007","31-12-4712",28885,"370",,,"05-07-2001","28-02-1949",,,,,,,,,,
"03-08-2006","31-12-4712",28963,"448",,,"05-07-2001","28-02-1949",,,,,,,,,,
"03-08-2006","31-12-4712",13727,"1339",,,"30-06-2005","28-02-1949",,,,,,,,,,
"03-08-2006","31-12-4712",13809,"1421",,,"19-07-2006","12-12-1966",,,,,,,,,,
"03-08-2005","31-12-4712",15943,"220",,,"05-07-1999","28-02-1949",,,,,,,,,,
"03-08-2005","31-12-4712",23400,"178",,,"05-07-1999","28-02-1949",,,,,,,,,,
"03-08-2004","31-12-4712",23478,"256",,,"05-07-1999","28-02-1949",,,,,,,,,,
"03-08-2002","31-12-4712",14102,"159",,,"03-08-2002","10-08-1960",,,,,,,,,,
"03-08-2001","31-12-4712",3523,"329",,,"01-01-2000","10-08-1968",,,,,,,,,,
"03-07-2004","31-12-4712",11051,"1172",,,"12-05-2003","19-06-1951",,,,,,,,,,
"03-07-2004","31-12-4712",10889,"1067",,,"12-05-2003","19-06-1951",,,,,,,,,,
"03-07-2003","31-12-4712",5985,"532",,,"15-01-2002","10-05-1975",,,,,,,,,,
"03-06-2006","31-12-4712",28166,"347",,,"25-03-2002","10-08-1960",,,,,,,,,,
"03-06-2005","31-12-4712",28953,"438",,,"25-03-2001","10-08-1960",,,,,,,,,,
"03-06-2003","31-12-4712",23468,"246",,,"25-03-1999","10-08-1960",,,,,,,,,,
"03-06-1992","31-12-4712",6498,"575",,,"11-02-2002","07-01-1959",,,,,,,,,,
"03-04-2010","31-12-4712",28808,"394",,,"17-12-2006","19-06-1951",,,,,,,,,,
"03-04-2008","31-12-4712",28094,"275",,,"17-12-2004","19-06-1981",,,,,,,,,,
"03-04-2008","31-12-4712",28185,"321",,,"17-12-2004","19-06-1951",,,,,,,,,,
"03-04-2007","31-12-4712",28881,"366",,,"17-12-2003","19-06-1981",,,,,,,,,,
"03-04-2007","31-12-4712",14053,"110",,,"03-04-2007","04-04-1962",,,,,,,,,,
"03-04-2006","31-12-4712",28172,"353",,,"17-12-2004","19-06-1981",,,,,,,,,,
"03-04-2005","31-12-4712",23396,"174",,,"17-12-2001","19-06-1981",,,,,,,,,,
"03-04-2005","31-12-4712",15939,"216",,,"17-12-2001","19-06-1951",,,,,,,,,,
"03-04-2005","31-12-4712",28959,"444",,,"17-12-2003","19-06-1981",,,,,,,,,,
"03-04-2003","31-12-4712",23474,"252",,,"17-12-2001","19-06-1981",,,,,,,,,,
"03-04-2002","31-12-4712",14006,"63",,,"12-12-2000","10-08-1960",,,,,,,,,,
"03-04-2002","31-12-4712",7412,"866",,,"19-02-2002","02-02-1977",,,,,,,,,,
"03-04-2001","31-12-4712",4115,"376",,,"11-02-1999","23-02-1966",,,,,,,,,,
"03-04-2001","31-12-4712",4117,"378",,,"14-11-2000","22-06-1978",,,,,,,,,,
"03-04-2000","31-12-4712",2630,"259",,,"04-01-2000","16-07-1943",,,,,,,,,,
"03-04-1962","31-12-4712",17,"16",,,"03-04-1962","22-11-1945",,,,,,,,,,
"03-03-2003","31-12-4712",11371,"1230",,,"03-03-2003","29-05-1970",,,,,,,,,,
"03-03-2002","31-12-4712",14043,"100",,,"01-06-2000","19-06-1951",,,,,,,,,,
"03-03-2001","31-12-4712",13849,"1461",,,"03-03-2001","22-10-1955",,,,,,,,,,
